Instantiated DTM.
Cyc=          0 Op1=[0x00000000] Op2=[0x00000000] W[W, 0= 0x80000004]   Mem[2: R:0x04c0006f W:0x00000000] PC= 0x80000000  J j       pc + 0x4c
Cyc=         34 Op1=[0x00000000] Op2=[0x00000000] W[W,10= 0x00000000]   Mem[3: R:0x04c0006f W:0x00000000] PC= 0x800000f4    csrr    a0, mhartid
Cyc=         35 Op1=[0x00000000] Op2=[0x00000000] W[_, 0= 0x00000000]   Mem[0: R:0x04c0006f W:0x00000000] PC= 0x800000f8  X mret
Cyc=         36 Op1=[0x00002000] Op2=[0x800000fc] W[W, 1= 0x800020fc]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800000fc    auipc   ra, 0x2
Cyc=         37 Op1=[0x800020fc] Op2=[0xffffff04] W[W, 1= 0x80002000]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x80000100    addi    ra, ra, -252
Cyc=         38 Op1=[0x00000000] Op2=[0x000000aa] W[W, 2= 0x000000aa]   Mem[0: R:0x15130010 W:0x00000000] PC= 0x80000104    li      sp, 170
Cyc=         39 Op1=[0x80002000] Op2=[0x00000000] W[_, 0= 0x80002000]   Mem[0: R:0xffffbeef W:0x000000aa] PC= 0x80000108    sh      sp, 0(ra)
Cyc=         40 Op1=[0x80002000] Op2=[0x00000000] W[W,30= 0x000000aa]   Mem[1: R:0x000000aa W:0x00000000] PC= 0x8000010c    lh      t5, 0(ra)
Cyc=         41 Op1=[0x00000000] Op2=[0x000000aa] W[W,29= 0x000000aa]   Mem[0: R:0x15130010 W:0x00000000] PC= 0x80000110    li      t4, 170
Cyc=         42 Op1=[0x00000000] Op2=[0x00000002] W[W, 3= 0x00000002]   Mem[0: R:0x2f7304c0 W:0x000000aa] PC= 0x80000114    li      gp, 2
Cyc=         43 Op1=[0x000000aa] Op2=[0x000000aa] W[_,28= 0x00000000]   Mem[0: R:0x04c0006f W:0x000000aa] PC= 0x80000118    bne     t5, t4, pc + 1116
Cyc=         44 Op1=[0x00002000] Op2=[0x8000011c] W[W, 1= 0x8000211c]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000011c    auipc   ra, 0x2
Cyc=         45 Op1=[0x8000211c] Op2=[0xfffffee4] W[W, 1= 0x80002000]   Mem[0: R:0xbeef00aa W:0x00000000] PC= 0x80000120    addi    ra, ra, -284
Cyc=         46 Op1=[0xffffb000] Op2=[0x00000000] W[W, 2= 0xffffb000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000124    lui     sp, 0xffffb
Cyc=         47 Op1=[0xffffb000] Op2=[0xfffffa00] W[W, 2= 0xffffaa00]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000128    addi    sp, sp, -1536
Cyc=         48 Op1=[0x80002000] Op2=[0x00000002] W[_, 2= 0x80002002]   Mem[0: R:0xffffbeef W:0xffffaa00] PC= 0x8000012c    sh      sp, 2(ra)
Cyc=         49 Op1=[0x80002000] Op2=[0x00000002] W[W,30= 0xffffaa00]   Mem[1: R:0xffffaa00 W:0xffffaa00] PC= 0x80000130    lh      t5, 2(ra)
Cyc=         50 Op1=[0xffffb000] Op2=[0x00000000] W[W,29= 0xffffb000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000134    lui     t4, 0xffffb
Cyc=         51 Op1=[0xffffb000] Op2=[0xfffffa00] W[W,29= 0xffffaa00]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000138    addi    t4, t4, -1536
Cyc=         52 Op1=[0x00000000] Op2=[0x00000003] W[W, 3= 0x00000003]   Mem[0: R:0x202f7304 W:0x00000002] PC= 0x8000013c    li      gp, 3
Cyc=         53 Op1=[0xffffaa00] Op2=[0xffffaa00] W[_,20= 0x00000000]   Mem[0: R:0x04c0006f W:0xffffaa00] PC= 0x80000140    bne     t5, t4, pc + 1076
Cyc=         54 Op1=[0x00002000] Op2=[0x80000144] W[W, 1= 0x80002144]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000144    auipc   ra, 0x2
Cyc=         55 Op1=[0x80002144] Op2=[0xfffffebc] W[W, 1= 0x80002000]   Mem[0: R:0xaa0000aa W:0x00000000] PC= 0x80000148    addi    ra, ra, -324
Cyc=         56 Op1=[0xbeef1000] Op2=[0x00000000] W[W, 2= 0xbeef1000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000014c    lui     sp, 0xbeef1
Cyc=         57 Op1=[0xbeef1000] Op2=[0xfffffaa0] W[W, 2= 0xbeef0aa0]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000150    addi    sp, sp, -1376
Cyc=         58 Op1=[0x80002000] Op2=[0x00000004] W[_, 4= 0x80002004]   Mem[0: R:0xffffbeef W:0xbeef0aa0] PC= 0x80000154    sh      sp, 4(ra)
Cyc=         59 Op1=[0x80002000] Op2=[0x00000004] W[W,30= 0xbeef0aa0]   Mem[1: R:0xbeef0aa0 W:0x00000000] PC= 0x80000158    lw      t5, 4(ra)
Cyc=         60 Op1=[0xbeef1000] Op2=[0x00000000] W[W,29= 0xbeef1000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000015c    lui     t4, 0xbeef1
Cyc=         61 Op1=[0xbeef1000] Op2=[0xfffffaa0] W[W,29= 0xbeef0aa0]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000160    addi    t4, t4, -1376
Cyc=         62 Op1=[0x00000000] Op2=[0x00000004] W[W, 3= 0x00000004]   Mem[0: R:0x34202f73 W:0x00000000] PC= 0x80000164    li      gp, 4
Cyc=         63 Op1=[0xbeef0aa0] Op2=[0xbeef0aa0] W[_,12= 0x00000000]   Mem[0: R:0x04c0006f W:0xbeef0aa0] PC= 0x80000168    bne     t5, t4, pc + 1036
Cyc=         64 Op1=[0x00002000] Op2=[0x8000016c] W[W, 1= 0x8000216c]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000016c    auipc   ra, 0x2
Cyc=         65 Op1=[0x8000216c] Op2=[0xfffffe94] W[W, 1= 0x80002000]   Mem[0: R:0xaa0000aa W:0x00000000] PC= 0x80000170    addi    ra, ra, -364
Cyc=         66 Op1=[0xffffa000] Op2=[0x00000000] W[W, 2= 0xffffa000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000174    lui     sp, 0xffffa
Cyc=         67 Op1=[0xffffa000] Op2=[0x0000000a] W[W, 2= 0xffffa00a]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000178    addi    sp, sp, 10
Cyc=         68 Op1=[0x80002000] Op2=[0x00000006] W[_, 6= 0x80002006]   Mem[0: R:0xffffbeef W:0xffffa00a] PC= 0x8000017c    sh      sp, 6(ra)
Cyc=         69 Op1=[0x80002000] Op2=[0x00000006] W[W,30= 0xffffa00a]   Mem[1: R:0xffffa00a W:0x00000000] PC= 0x80000180    lh      t5, 6(ra)
Cyc=         70 Op1=[0xffffa000] Op2=[0x00000000] W[W,29= 0xffffa000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000184    lui     t4, 0xffffa
Cyc=         71 Op1=[0xffffa000] Op2=[0x0000000a] W[W,29= 0xffffa00a]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000188    addi    t4, t4, 10
Cyc=         72 Op1=[0x00000000] Op2=[0x00000005] W[W, 3= 0x00000005]   Mem[0: R:0x9334202f W:0x800000fc] PC= 0x8000018c    li      gp, 5
Cyc=         73 Op1=[0xffffa00a] Op2=[0xffffa00a] W[_, 4= 0x00000000]   Mem[0: R:0x04c0006f W:0xffffa00a] PC= 0x80000190    bne     t5, t4, pc + 996
Cyc=         74 Op1=[0x00002000] Op2=[0x80000194] W[W, 1= 0x80002194]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000194    auipc   ra, 0x2
Cyc=         75 Op1=[0x80002194] Op2=[0xfffffe7a] W[W, 1= 0x8000200e]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x80000198    addi    ra, ra, -390
Cyc=         76 Op1=[0x00000000] Op2=[0x000000aa] W[W, 2= 0x000000aa]   Mem[0: R:0x15130010 W:0x00000000] PC= 0x8000019c    li      sp, 170
Cyc=         77 Op1=[0x8000200e] Op2=[0xfffffffa] W[_,26= 0x80002008]   Mem[0: R:0xffffbeef W:0x000000aa] PC= 0x800001a0    sh      sp, -6(ra)
Cyc=         78 Op1=[0x8000200e] Op2=[0xfffffffa] W[W,30= 0x000000aa]   Mem[1: R:0x000000aa W:0x00000000] PC= 0x800001a4    lh      t5, -6(ra)
Cyc=         79 Op1=[0x00000000] Op2=[0x000000aa] W[W,29= 0x000000aa]   Mem[0: R:0x15130010 W:0x00000000] PC= 0x800001a8    li      t4, 170
Cyc=         80 Op1=[0x00000000] Op2=[0x00000006] W[W, 3= 0x00000006]   Mem[0: R:0x0f933420 W:0x00000000] PC= 0x800001ac    li      gp, 6
Cyc=         81 Op1=[0x000000aa] Op2=[0x000000aa] W[_, 4= 0x00000000]   Mem[0: R:0x04c0006f W:0x000000aa] PC= 0x800001b0    bne     t5, t4, pc + 964
Cyc=         82 Op1=[0x00002000] Op2=[0x800001b4] W[W, 1= 0x800021b4]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001b4    auipc   ra, 0x2
Cyc=         83 Op1=[0x800021b4] Op2=[0xfffffe5a] W[W, 1= 0x8000200e]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x800001b8    addi    ra, ra, -422
Cyc=         84 Op1=[0xffffb000] Op2=[0x00000000] W[W, 2= 0xffffb000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001bc    lui     sp, 0xffffb
Cyc=         85 Op1=[0xffffb000] Op2=[0xfffffa00] W[W, 2= 0xffffaa00]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001c0    addi    sp, sp, -1536
Cyc=         86 Op1=[0x8000200e] Op2=[0xfffffffc] W[_,28= 0x8000200a]   Mem[0: R:0xffffbeef W:0xffffaa00] PC= 0x800001c4    sh      sp, -4(ra)
Cyc=         87 Op1=[0x8000200e] Op2=[0xfffffffc] W[W,30= 0xffffaa00]   Mem[1: R:0xffffaa00 W:0x00000000] PC= 0x800001c8    lh      t5, -4(ra)
Cyc=         88 Op1=[0xffffb000] Op2=[0x00000000] W[W,29= 0xffffb000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001cc    lui     t4, 0xffffb
Cyc=         89 Op1=[0xffffb000] Op2=[0xfffffa00] W[W,29= 0xffffaa00]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001d0    addi    t4, t4, -1536
Cyc=         90 Op1=[0x00000000] Op2=[0x00000007] W[W, 3= 0x00000007]   Mem[0: R:0x800f9334 W:0x00000000] PC= 0x800001d4    li      gp, 7
Cyc=         91 Op1=[0xffffaa00] Op2=[0xffffaa00] W[_,28= 0x00000000]   Mem[0: R:0x04c0006f W:0xffffaa00] PC= 0x800001d8    bne     t5, t4, pc + 924
Cyc=         92 Op1=[0x00002000] Op2=[0x800001dc] W[W, 1= 0x800021dc]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001dc    auipc   ra, 0x2
Cyc=         93 Op1=[0x800021dc] Op2=[0xfffffe32] W[W, 1= 0x8000200e]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x800001e0    addi    ra, ra, -462
Cyc=         94 Op1=[0x00001000] Op2=[0x00000000] W[W, 2= 0x00001000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001e4    lui     sp, 0x1
Cyc=         95 Op1=[0x00001000] Op2=[0xfffffaa0] W[W, 2= 0x00000aa0]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001e8    addi    sp, sp, -1376
Cyc=         96 Op1=[0x8000200e] Op2=[0xfffffffe] W[_,30= 0x8000200c]   Mem[0: R:0xffffbeef W:0x00000aa0] PC= 0x800001ec    sh      sp, -2(ra)
Cyc=         97 Op1=[0x8000200e] Op2=[0xfffffffe] W[W,30= 0x00000aa0]   Mem[1: R:0x00000aa0 W:0xffffaa00] PC= 0x800001f0    lh      t5, -2(ra)
Cyc=         98 Op1=[0x00001000] Op2=[0x00000000] W[W,29= 0x00001000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001f4    lui     t4, 0x1
Cyc=         99 Op1=[0x00001000] Op2=[0xfffffaa0] W[W,29= 0x00000aa0]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800001f8    addi    t4, t4, -1376
Cyc=        100 Op1=[0x00000000] Op2=[0x00000008] W[W, 3= 0x00000008]   Mem[0: R:0x00800f93 W:0x00000000] PC= 0x800001fc    li      gp, 8
Cyc=        101 Op1=[0x00000aa0] Op2=[0x00000aa0] W[_,20= 0x00000000]   Mem[0: R:0x04c0006f W:0x00000aa0] PC= 0x80000200    bne     t5, t4, pc + 884
Cyc=        102 Op1=[0x00002000] Op2=[0x80000204] W[W, 1= 0x80002204]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000204    auipc   ra, 0x2
Cyc=        103 Op1=[0x80002204] Op2=[0xfffffe0a] W[W, 1= 0x8000200e]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x80000208    addi    ra, ra, -502
Cyc=        104 Op1=[0xffffa000] Op2=[0x00000000] W[W, 2= 0xffffa000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000020c    lui     sp, 0xffffa
Cyc=        105 Op1=[0xffffa000] Op2=[0x0000000a] W[W, 2= 0xffffa00a]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000210    addi    sp, sp, 10
Cyc=        106 Op1=[0x8000200e] Op2=[0x00000000] W[_, 0= 0x8000200e]   Mem[0: R:0xffffbeef W:0xffffa00a] PC= 0x80000214    sh      sp, 0(ra)
Cyc=        107 Op1=[0x8000200e] Op2=[0x00000000] W[W,30= 0xffffa00a]   Mem[1: R:0xffffa00a W:0x00000000] PC= 0x80000218    lh      t5, 0(ra)
Cyc=        108 Op1=[0xffffa000] Op2=[0x00000000] W[W,29= 0xffffa000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000021c    lui     t4, 0xffffa
Cyc=        109 Op1=[0xffffa000] Op2=[0x0000000a] W[W,29= 0xffffa00a]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000220    addi    t4, t4, 10
Cyc=        110 Op1=[0x00000000] Op2=[0x00000009] W[W, 3= 0x00000009]   Mem[0: R:0x6300800f W:0x00000000] PC= 0x80000224    li      gp, 9
Cyc=        111 Op1=[0xffffa00a] Op2=[0xffffa00a] W[_,12= 0x00000000]   Mem[0: R:0x04c0006f W:0xffffa00a] PC= 0x80000228    bne     t5, t4, pc + 844
Cyc=        112 Op1=[0x00002000] Op2=[0x8000022c] W[W, 1= 0x8000222c]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000022c    auipc   ra, 0x2
Cyc=        113 Op1=[0x8000222c] Op2=[0xfffffde4] W[W, 1= 0x80002010]   Mem[0: R:0xbeefbeef W:0x00000000] PC= 0x80000230    addi    ra, ra, -540
Cyc=        114 Op1=[0x12345000] Op2=[0x00000009] W[W, 2= 0x12345000]   Mem[0: R:0x00000000 W:0x00000009] PC= 0x80000234    lui     sp, 0x12345
Cyc=        115 Op1=[0x12345000] Op2=[0x00000678] W[W, 2= 0x12345678]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000238    addi    sp, sp, 1656
Cyc=        116 Op1=[0x80002010] Op2=[0xffffffe0] W[W, 4= 0x80001ff0]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000023c    addi    tp, ra, -32
Cyc=        117 Op1=[0x80001ff0] Op2=[0x00000020] W[_, 0= 0x80002010]   Mem[0: R:0xffffbeef W:0x12345678] PC= 0x80000240    sh      sp, 32(tp)
Cyc=        118 Op1=[0x80002010] Op2=[0x00000000] W[W, 5= 0x00005678]   Mem[1: R:0x00005678 W:0x00000000] PC= 0x80000244    lh      t0, 0(ra)
Cyc=        119 Op1=[0x00005000] Op2=[0x00000000] W[W,29= 0x00005000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000248    lui     t4, 0x5
Cyc=        120 Op1=[0x00005000] Op2=[0x00000678] W[W,29= 0x00005678]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000024c    addi    t4, t4, 1656
Cyc=        121 Op1=[0x00000000] Op2=[0x0000000a] W[W, 3= 0x0000000a]   Mem[0: R:0x0a630080 W:0x00000000] PC= 0x80000250    li      gp, 10
Cyc=        122 Op1=[0x00005678] Op2=[0x00005678] W[_, 0= 0x00000000]   Mem[0: R:0x04c0006f W:0x00005678] PC= 0x80000254    bne     t0, t4, pc + 800
Cyc=        123 Op1=[0x00002000] Op2=[0x80000258] W[W, 1= 0x80002258]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000258    auipc   ra, 0x2
Cyc=        124 Op1=[0x80002258] Op2=[0xfffffdb8] W[W, 1= 0x80002010]   Mem[0: R:0xbeef5678 W:0x00000000] PC= 0x8000025c    addi    ra, ra, -584
Cyc=        125 Op1=[0x00003000] Op2=[0x00000000] W[W, 2= 0x00003000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000260    lui     sp, 0x3
Cyc=        126 Op1=[0x00003000] Op2=[0x00000098] W[W, 2= 0x00003098]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000264    addi    sp, sp, 152
Cyc=        127 Op1=[0x80002010] Op2=[0xfffffffb] W[W, 1= 0x8000200b]   Mem[0: R:0x0a0aa0aa W:0x00000000] PC= 0x80000268    addi    ra, ra, -5
Cyc=        128 Op1=[0x8000200b] Op2=[0x00000007] W[_, 7= 0x80002012]   Mem[0: R:0xffffbeef W:0x00003098] PC= 0x8000026c    sh      sp, 7(ra)
Cyc=        129 Op1=[0x00002000] Op2=[0x80000270] W[W, 4= 0x80002270]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000270    auipc   tp, 0x2
Cyc=        130 Op1=[0x80002270] Op2=[0xfffffda2] W[W, 4= 0x80002012]   Mem[0: R:0x00003098 W:0x00003098] PC= 0x80000274    addi    tp, tp, -606
Cyc=        131 Op1=[0x80002012] Op2=[0x00000000] W[W, 5= 0x00003098]   Mem[1: R:0x00003098 W:0x00000000] PC= 0x80000278    lh      t0, 0(tp)
Cyc=        132 Op1=[0x00003000] Op2=[0x00000000] W[W,29= 0x00003000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000027c    lui     t4, 0x3
Cyc=        133 Op1=[0x00003000] Op2=[0x00000098] W[W,29= 0x00003098]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000280    addi    t4, t4, 152
Cyc=        134 Op1=[0x00000000] Op2=[0x0000000b] W[W, 3= 0x0000000b]   Mem[0: R:0xff0a6300 W:0x00000000] PC= 0x80000284    li      gp, 11
Cyc=        135 Op1=[0x00003098] Op2=[0x00003098] W[_,12= 0x00000000]   Mem[0: R:0x04c0006f W:0x00003098] PC= 0x80000288    bne     t0, t4, pc + 748
Cyc=        136 Op1=[0x00000000] Op2=[0x0000000c] W[W, 3= 0x0000000c]   Mem[0: R:0x03ff0a63 W:0x00000000] PC= 0x8000028c    li      gp, 12
Cyc=        137 Op1=[0x00000000] Op2=[0x00000000] W[W, 4= 0x00000000]   Mem[0: R:0x04c0006f W:0x00000000] PC= 0x80000290    li      tp, 0
Cyc=        138 Op1=[0xffffd000] Op2=[0x00000000] W[W, 1= 0xffffd000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x80000294    lui     ra, 0xffffd
Cyc=        139 Op1=[0xffffd000] Op2=[0xfffffcdd] W[W, 1= 0xffffccdd]   Mem[0: R:0x00000000 W:0x00003098] PC= 0x80000298    addi    ra, ra, -803
Cyc=        140 Op1=[0x00002000] Op2=[0x8000029c] W[W, 2= 0x8000229c]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x8000029c    auipc   sp, 0x2
Cyc=        141 Op1=[0x8000229c] Op2=[0xfffffd64] W[W, 2= 0x80002000]   Mem[0: R:0xaa0000aa W:0x00000000] PC= 0x800002a0    addi    sp, sp, -668
Cyc=        142 Op1=[0x80002000] Op2=[0x00000000] W[_, 0= 0x80002000]   Mem[0: R:0x000000aa W:0xffffccdd] PC= 0x800002a4    sh      ra, 0(sp)
Cyc=        143 Op1=[0x80002000] Op2=[0x00000000] W[W,30= 0xffffccdd]   Mem[1: R:0xffffccdd W:0x00000000] PC= 0x800002a8    lh      t5, 0(sp)
Cyc=        144 Op1=[0xffffd000] Op2=[0x00000000] W[W,29= 0xffffd000]   Mem[0: R:0x00000000 W:0x00000000] PC= 0x800002ac    lui     t4, 0xffffd
Cyc=        145 Op1=[0xffffd000] Op2=[0xfffffcdd] W[W,29= 0xffffccdd]   Mem[0: R:0x00000000 W:0xffffd000] PC= 0x800002b0    addi    t4, t4, -803
Cyc=        146 Op1=[0xffffccdd] Op2=[0xffffccdd] W[_, 0= 0x00000000]   Mem[0: R:0x04c0006f W:0xffffccdd] PC= 0x800002b4    bne     t5, t4, pc + 704
Cyc=        147 Op1=[0x00000000] Op2=[0x00000001] W[W, 4= 0x00000001]   Mem[0: R:0x7304c000 W:0xffffccdd] PC= 0x800002b8    addi    tp, tp, 1
Cyc=        148 Op1=[0x00000000] Op2=[0x00000002] W[W, 5= 0x00000002]   Mem[0: R:0x2f7304c0 W:0x80002000] PC= 0x800002bc    li      t0, 2
Cyc=        149 Op1=[0x00000001] Op2=[0x00000002] W[_,21= 0x00000000]   Mem[0: R:0x04c0006f W:0x00000002] PC= 0x800002c0  B bne     tp, t0, pc - 44
